Ocupação;Quantitativo;Porcentagem;Ano
Motoboy;5;0,0003;2006
Motorista Particular;76;0,0039;2006
Motorista de Veículos de Transporte Coletivo de Passageiros;74;0,0038;2006
Motorista de Veículos de Transporte de Carga;35;0,0018;2006
Médico;780;0,0405;2006
Músico;40;0,0021;2006
Nutricionista e Assemelhados;8;0,0004;2006
Ocupante de Cargo em Comissão;29;0,0015;2006
Odontólogo;104;0,0054;2006
Office-Boy e Contínuo;2;0,0001;2006
Operador de Aparelhos de Produção Industrial;11;0,0006;2006
Operador de Computador;2;0,0001;2006
Operador de Equipamento Médico e Odontológico;1;0,0001;2006
Operador de Equipamento de Rádio, Televisão, Som e Cinema;8;0,0004;2006
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;2;0,0001;2006
Operador de Instalação de Produção de Energia Elétrica e Nuclear;1;0,0001;2006
Padeiro, Confeiteiro e Assemelhados;9;0,0005;2006
Pecuarista;75;0,0039;2006
Pedagogo;60;0,0031;2006
Pescador;15;0,0008;2006
Petroleiro;11;0,0006;2006
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;10;0,0005;2006
Policial Civil;99;0,0051;2006
Policial Militar;590;0,0306;2006
Porteiro de Edifício, Ascensorista, Garagista e Zelador;16;0,0008;2006
Presidente da República;1;0,0001;2006
Produtor Agropecuário;90;0,0047;2006
Produtor de Espetáculos Públicos;26;0,0013;2006
Professor de Ensino Fundamental;213;0,0111;2006
Professor de Ensino Médio;571;0,0296;2006
Professor de Ensino Superior;344;0,0179;2006
Professor e Instrutor de Formação Profissional;65;0,0034;2006
Programador de Computador;6;0,0003;2006
Protético;14;0,0007;2006
Psicólogo;40;0,0021;2006
Publicitário;81;0,0042;2006
Químico;6;0,0003;2006
Recepcionista;6;0,0003;2006
Relações-Públicas;4;0,0002;2006
Relojoeiro e Montador de Instrumento de Precisão;1;0,0001;2006
Representante Comercial;130;0,0067;2006
Sacerdote ou Membro de Ordem ou Seita Religiosa;106;0,0055;2006
Secretário e Datilógrafo;22;0,0011;2006
Securitário;3;0,0002;2006
Senador;33;0,0017;2006
Serralheiro;8;0,0004;2006
Serventuário de Justiça;17;0,0009;2006
Servidor Público Civil Aposentado;197;0,0102;2006
Servidor Público Estadual;748;0,0388;2006
Servidor Público Federal;461;0,0239;2006
Servidor Público Municipal;312;0,0162;2006
Sociólogo;29;0,0015;2006
Supervisor, Inspetor e Agente de Compras e Vendas;17;0,0009;2006
Tabelião;10;0,0005;2006
Taquígrafo e Estenógrafo;1;0,0001;2006
Taxista;40;0,0021;2006
Telefonista;5;0,0003;2006
Terapeuta;7;0,0004;2006
Torneiro Mecânico;5;0,0003;2006
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;8;0,0004;2006
Trabalhador Florestal;1;0,0001;2006
Trabalhador Metalúrgico e Siderúrgico;25;0,0013;2006
Trabalhador Rural;17;0,0009;2006
Trabalhador de Artes Gráficas;15;0,0008;2006
Trabalhador de Construção Civil;51;0,0026;2006
Trabalhador de Fabricação de Calçados e Artefatos de Couro;2;0,0001;2006
Trabalhador de Fabricação de Produtos Têxteis (Exceto Roupas);1;0,0001;2006
Trabalhador de Fabricação de Roupas;3;0,0002;2006
Trabalhador de Fabricação, Vulcanização e Reparação de Pneumáticos;1;0,0001;2006
Trabalhador de Hotelaria;1;0,0001;2006
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;2;0,0001;2006
Trabalhador em Atividade de Processamento Químico;2;0,0001;2006
Tradutor, Intérprete e Filólogo;2;0,0001;2006
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;102;0,0053;2006
Técnico Têxtil;1;0,0001;2006
Técnico de Biologia;3;0,0002;2006
Técnico de Eletricidade, Eletrônica e Telecomunicações;40;0,0021;2006
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);63;0,0033;2006
Técnico de Laboratório e Raios X;15;0,0008;2006
Técnico de Mecânica;16;0,0008;2006
Técnico de Mineração, Metalurgia e Geologia;5;0,0003;2006
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;10;0,0005;2006
Técnico de Química;4;0,0002;2006
Técnico em Agronomia e Agrimensura;15;0,0008;2006
Técnico em Edificações;10;0,0005;2006
Técnico em Informática;18;0,0009;2006
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;104;0,0054;2006
Vendedor de Comércio Varejista e Atacadista;116;0,006;2006
Vereador;856;0,0444;2006
Veterinário;43;0,0022;2006
Vigilante;77;0,004;2006
Zootecnista;6;0,0003;2006
Administrador;522;0,0232;2010
Advogado;1355;0,0601;2010
Agenciador de Propaganda;4;0,0002;2010
Agente Administrativo;196;0,0087;2010
Agente Postal;18;0,0008;2010
Agente de Saúde e Sanitarista;53;0,0024;2010
Agente de Serviços Funerários e Embalsamador;1;0;2010
Agente de Viagem;9;0,0004;2010
Agricultor;221;0,0098;2010
Agrônomo;29;0,0013;2010
Alfaiate e Costureiro;6;0,0003;2010
Almoxarife;8;0,0004;2010
Analista de Sistemas;38;0,0017;2010
Antropólogo;1;0;2010
Aposentado (Exceto Servidor Público);568;0,0252;2010
Arqueólogo;2;0,0001;2010
Arquiteto;38;0,0017;2010
Arquivista e Museólogo;3;0,0001;2010
Artesão;38;0,0017;2010
Artista Plástico e Assemelhados;17;0,0008;2010
Artista de Circo;3;0,0001;2010
Assistente Social;57;0,0025;2010
Astrólogo;1;0;2010
Astrônomo;12;0,0005;2010
Atendente de Lanchonete e Restaurante;9;0,0004;2010
Atleta Profissional e Técnico em Desportos;25;0,0011;2010
Ator e Diretor de Espetáculos Públicos;25;0,0011;2010
Auxiliar de Escritório e Assemelhados;188;0,0083;2010
Auxiliar de Laboratório;9;0,0004;2010
Bancário e Economiário;137;0,0061;2010
Bibliotecário;5;0,0002;2010
Biomédico;9;0,0004;2010
Biólogo;21;0,0009;2010
Bombeiro Civil;6;0,0003;2010
Bombeiro Militar;68;0,003;2010
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;2;0,0001;2010
Cabeleireiro e Barbeiro;91;0,004;2010
Cantor e Compositor;71;0,0032;2010
Capitalista de Ativos Financeiros;1;0;2010
Carpinteiro, Marceneiro e Assemelhados;12;0,0005;2010
Carvoeiro;1;0;2010
Catador de Recicláveis;3;0,0001;2010
Chaveiro;4;0,0002;2010
Cientista Político;6;0,0003;2010
Cobrador de Transporte Coletivo;19;0,0008;2010
Comerciante;1135;0,0504;2010
Comerciário;123;0,0055;2010
Comunicólogo;11;0,0005;2010
Contador;190;0,0084;2010
Corretor de Imóveis, Seguros, Títulos e Valores;184;0,0082;2010
Cortador, Polidor e Gravador de Pedras;1;0;2010
Cozinheiro;19;0,0008;2010
Decorador;4;0,0002;2010
Demonstrador;2;0,0001;2010
Deputado;1095;0,0486;2010
Desenhista;11;0,0005;2010
Despachante;20;0,0009;2010
Detetive Particular;4;0,0002;2010
Digitador;13;0,0006;2010
Diplomata;4;0,0002;2010
Diretor de Empresas;69;0,0031;2010
Diretor de Estabelecimento de Ensino;22;0,001;2010
Dona de Casa;337;0,015;2010
Economista;131;0,0058;2010
Eletricista e Assemelhados;70;0,0031;2010
Empregado Doméstico;11;0,0005;2010
Empresário;1925;0,0854;2010
Encanador, Soldador, Chapeador e Caldeireiro;4;0,0002;2010
Enfermeiro;103;0,0046;2010
Engenheiro;322;0,0143;2010
Escritor e Crítico;22;0,001;2010
Escultor e Pintor;1;0;2010
Estatístico;1;0;2010
Esteticista;9;0,0004;2010
Estivador, Carregador e Assemelhados;4;0,0002;2010
Estudante, Bolsista, Estagiário e Assemelhados;355;0,0158;2010
Farmacêutico;40;0,0018;2010
Faxineiro;4;0,0002;2010
Feirante, Ambulante e Mascate;9;0,0004;2010
Ferroviário;3;0,0001;2010
Fiandeiro, Tecelão, Tingidor e Assemelhados;3;0,0001;2010
Fiscal;43;0,0019;2010
Fiscal de Transporte Coletivo;4;0,0002;2010
Fisioterapeuta e Terapeuta Ocupacional;31;0,0014;2010
Fonoaudiólogo;4;0,0002;2010
Fotógrafo e Assemelhados;33;0,0015;2010
Frentista;9;0,0004;2010
Gari ou Lixeiro;9;0,0004;2010
Garimpeiro;5;0,0002;2010
Garçom;19;0,0008;2010
Gerente;112;0,005;2010
Geógrafo;6;0,0003;2010
Geólogo;12;0,0005;2010
Governador;16;0,0007;2010
Guardador de Veículos;2;0,0001;2010
Guia de Turismo;3;0,0001;2010
Historiador;11;0,0005;2010
Industrial;44;0,002;2010
Jardineiro;6;0,0003;2010
Joalheiro e Ourives;2;0,0001;2010
Jornaleiro;3;0,0001;2010
Jornalista e Redator;229;0,0102;2010
Lanterneiro e Pintor de Veículos;5;0,0002;2010
Lavador de Veículos;3;0,0001;2010
Leiloeiro, Avaliador e Assemelhados;3;0,0001;2010
Locutor e Comentarista de Rádio e Televisão e Radialista;108;0,0048;2010
Magistrado;1;0;2010
Manicure e Maquilador;10;0,0004;2010
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;6;0,0003;2010
Massagista;6;0,0003;2010
Mecânico de Manutenção;49;0,0022;2010
Membro das Forças Armadas;60;0,0027;2010
Membro do Ministério Público;9;0,0004;2010
Militar Reformado;172;0,0076;2010
Ministro de Estado;2;0,0001;2010
Modelo;2;0,0001;2010
Montador de Estrutura Metálica;3;0,0001;2010
Motoboy;25;0,0011;2010
Motorista Particular;92;0,0041;2010
Motorista de Veículos de Transporte Coletivo de Passageiros;98;0,0043;2010
Motorista de Veículos de Transporte de Carga;47;0,0021;2010
Médico;673;0,0299;2010
Músico;79;0,0035;2010
Nutricionista e Assemelhados;2;0,0001;2010
Oceanógrafo;3;0,0001;2010
Ocupante de Cargo em Comissão;28;0,0012;2010
Odontólogo;101;0,0045;2010
Office-Boy e Contínuo;1;0;2010
Operador de Aparelhos de Produção Industrial;18;0,0008;2010
Operador de Computador;5;0,0002;2010
Operador de Equipamento de Rádio, Televisão, Som e Cinema;12;0,0005;2010
Operador de Instalação de Produção de Energia Elétrica e Nuclear;3;0,0001;2010
Padeiro, Confeiteiro e Assemelhados;7;0,0003;2010
Paramédico;2;0,0001;2010
Pecuarista;62;0,0028;2010
Pedagogo;127;0,0056;2010
Pescador;18;0,0008;2010
Petroleiro;16;0,0007;2010
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;5;0,0002;2010
Policial Civil;141;0,0063;2010
Policial Militar;473;0,021;2010
Porteiro de Edifício, Ascensorista, Garagista e Zelador;28;0,0012;2010
Prefeito;1;0;2010
Produtor Agropecuário;55;0,0024;2010
Produtor de Espetáculos Públicos;38;0,0017;2010
Professor de Ensino Fundamental;291;0,0129;2010
Professor de Ensino Médio;651;0,0289;2010
Professor de Ensino Superior;335;0,0149;2010
Professor e Instrutor de Formação Profissional;90;0,004;2010
Programador de Computador;3;0,0001;2010
Protético;13;0,0006;2010
Psicólogo;69;0,0031;2010
Publicitário;75;0,0033;2010
Químico;10;0,0004;2010
Recepcionista;37;0,0016;2010
Relações-Públicas;14;0,0006;2010
Relojoeiro e Montador de Instrumento de Precisão;1;0;2010
Representante Comercial;119;0,0053;2010
Sacerdote ou Membro de Ordem ou Seita Religiosa;99;0,0044;2010
Salva-Vidas;3;0,0001;2010
Secretário e Datilógrafo;100;0,0044;2010
Securitário;2;0,0001;2010
Senador;46;0,002;2010
Serralheiro;11;0,0005;2010
Serventuário de Justiça;20;0,0009;2010
Servidor Público Civil Aposentado;92;0,0041;2010
Servidor Público Estadual;859;0,0381;2010
Servidor Público Federal;456;0,0202;2010
Servidor Público Municipal;431;0,0191;2010
Servidor da Justiça Eleitoral;3;0,0001;2010
Sociólogo;29;0,0013;2010
Supervisor, Inspetor e Agente de Compras e Vendas;31;0,0014;2010
Tabelião;8;0,0004;2010
Tapeceiro;3;0,0001;2010
Taquígrafo e Estenógrafo;1;0;2010
Taxista;55;0,0024;2010
Telefonista;20;0,0009;2010
Terapeuta;15;0,0007;2010
Torneiro Mecânico;6;0,0003;2010
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;4;0,0002;2010
Trabalhador Metalúrgico e Siderúrgico;23;0,001;2010
Trabalhador Rural;18;0,0008;2010
Trabalhador de Artes Gráficas;4;0,0002;2010
Trabalhador de Construção Civil;49;0,0022;2010
Trabalhador de Fabricação de Calçados e Artefatos de Couro;1;0;2010
Trabalhador de Fabricação de Produtos Têxteis (Exceto Roupas);1;0;2010
Trabalhador de Fabricação de Produtos de Borracha e Plástico;1;0;2010
Trabalhador de Fabricação de Roupas;4;0,0002;2010
Trabalhador de Fabricação e Preparação de Alimentos e Bebidas;3;0,0001;2010
Trabalhador de Hotelaria;1;0;2010
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;2;0,0001;2010
Trabalhador de Usinagem de Metais;2;0,0001;2010
Trabalhador em Atividade de Processamento Químico;3;0,0001;2010
Tradutor, Intérprete e Filólogo;5;0,0002;2010
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;53;0,0024;2010
Técnico Têxtil;1;0;2010
Técnico de Biologia;1;0;2010
Técnico de Eletricidade, Eletrônica e Telecomunicações;32;0,0014;2010
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);67;0,003;2010
Técnico de Laboratório e Raios X;14;0,0006;2010
Técnico de Mecânica;10;0,0004;2010
Técnico de Mineração, Metalurgia e Geologia;3;0,0001;2010
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;13;0,0006;2010
Técnico de Química;2;0,0001;2010
Técnico em Agronomia e Agrimensura;14;0,0006;2010
Técnico em Edificações;3;0,0001;2010
Técnico em Informática;30;0,0013;2010
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;147;0,0065;2010
Vendedor de Comércio Varejista e Atacadista;94;0,0042;2010
Vereador;824;0,0366;2010
Veterinário;46;0,002;2010
Vigilante;108;0,0048;2010
Zootecnista;3;0,0001;2010
Administrador;724;0,0277;2014
Advogado;1436;0,0549;2014
Agenciador de Propaganda;2;0,0001;2014
Agente Administrativo;178;0,0068;2014
Agente Postal;22;0,0008;2014
Agente de Saúde e Sanitarista;73;0,0028;2014
Agente de Serviços Funerários e Embalsamador;2;0,0001;2014
Agente de Viagem;12;0,0005;2014
Agricultor;199;0,0076;2014
Agrônomo;32;0,0012;2014
Alfaiate e Costureiro;10;0,0004;2014
Almoxarife;9;0,0003;2014
Analista de Sistemas;34;0,0013;2014
Antropólogo;1;0;2014
Aposentado (Exceto Servidor Público);623;0,0238;2014
Arquiteto;35;0,0013;2014
Artesão;32;0,0012;2014
Artista Plástico e Assemelhados;36;0,0014;2014
Artista de Circo;8;0,0003;2014
Assistente Social;107;0,0041;2014
Astrólogo;2;0,0001;2014
Astrônomo;9;0,0003;2014
Atendente de Lanchonete e Restaurante;3;0,0001;2014
Atleta Profissional e Técnico em Desportos;25;0,001;2014
Ator e Diretor de Espetáculos Públicos;31;0,0012;2014
Auxiliar de Escritório e Assemelhados;260;0,0099;2014
Auxiliar de Laboratório;6;0,0002;2014
Bacteriologista e Assemelhados;1;0;2014
Bancário e Economiário;125;0,0048;2014
Bibliotecário;4;0,0002;2014
Biomédico;9;0,0003;2014
Biólogo;35;0,0013;2014
Bombeiro Civil;7;0,0003;2014
Bombeiro Militar;127;0,0049;2014
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;1;0;2014
Cabeleireiro e Barbeiro;145;0,0055;2014
Cantor e Compositor;96;0,0037;2014
Capitalista de Ativos Financeiros;2;0,0001;2014
Carpinteiro, Marceneiro e Assemelhados;18;0,0007;2014
Catador de Recicláveis;3;0,0001;2014
Ceramista e Oleiro;1;0;2014
Chaveiro;2;0,0001;2014
Cientista Político;11;0,0004;2014
Cobrador de Transporte Coletivo;13;0,0005;2014
Comandante de Embarcações;1;0;2014
Comerciante;1057;0,0404;2014
Comerciário;104;0,004;2014
Comunicólogo;19;0,0007;2014
Contador;219;0,0084;2014
Corretor de Imóveis, Seguros, Títulos e Valores;238;0,0091;2014
Coveiro;2;0,0001;2014
Cozinheiro;31;0,0012;2014
Decorador;2;0,0001;2014
Deputado;1071;0,0409;2014
Desenhista;7;0,0003;2014
Despachante;15;0,0006;2014
Detetive Particular;4;0,0002;2014
Digitador;8;0,0003;2014
Diplomata;4;0,0002;2014
Diretor de Empresas;48;0,0018;2014
Diretor de Estabelecimento de Ensino;19;0,0007;2014
Dona de Casa;576;0,022;2014
Economista;96;0,0037;2014
Economista Doméstico;3;0,0001;2014
Eletricista e Assemelhados;73;0,0028;2014
Embalador, Empacotador e Assemelhados;2;0,0001;2014
Empregado Doméstico;23;0,0009;2014
Empresário;2457;0,0939;2014
Encanador, Soldador, Chapeador e Caldeireiro;4;0,0002;2014
Enfermeiro;177;0,0068;2014
Engenheiro;258;0,0099;2014
Engraxate;1;0;2014
Escritor e Crítico;19;0,0007;2014
Estatístico;1;0;2014
Esteticista;21;0,0008;2014
Estivador, Carregador e Assemelhados;7;0,0003;2014
Estofador;3;0,0001;2014
Estudante, Bolsista, Estagiário e Assemelhados;543;0,0208;2014
Farmacêutico;43;0,0016;2014
Faxineiro;9;0,0003;2014
Feirante, Ambulante e Mascate;17;0,0006;2014
Ferroviário;5;0,0002;2014
Fiandeiro, Tecelão, Tingidor e Assemelhados;1;0;2014
Fiscal;36;0,0014;2014
Fiscal de Transporte Coletivo;3;0,0001;2014
Fisioterapeuta e Terapeuta Ocupacional;48;0,0018;2014
Fonoaudiólogo;5;0,0002;2014
Fotógrafo e Assemelhados;32;0,0012;2014
Frentista;6;0,0002;2014
Funileiro;4;0,0002;2014
Gari ou Lixeiro;17;0,0006;2014
Garimpeiro;1;0;2014
Garçom;17;0,0006;2014
Geofísico;1;0;2014
Gerente;114;0,0044;2014
Geógrafo;9;0,0003;2014
Geólogo;7;0,0003;2014
Governador;17;0,0006;2014
Guardador de Veículos;1;0;2014
Guia de Turismo;10;0,0004;2014
Historiador;19;0,0007;2014
Industrial;34;0,0013;2014
Jardineiro;8;0,0003;2014
Joalheiro e Ourives;1;0;2014
Jornaleiro;4;0,0002;2014
Jornalista e Redator;322;0,0123;2014
Lanterneiro e Pintor de Veículos;2;0,0001;2014
Leiturista;1;0;2014
Locutor e Comentarista de Rádio e Televisão e Radialista;119;0,0045;2014
Manicure e Maquilador;19;0,0007;2014
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;3;0,0001;2014
Massagista;6;0,0002;2014
Matemático e Atuário;1;0;2014
Mecânico de Manutenção;44;0,0017;2014
Membro das Forças Armadas;58;0,0022;2014
Membro do Ministério Público;8;0,0003;2014
Meteorologista;1;0;2014
Militar Reformado;127;0,0049;2014
Ministro de Estado;5;0,0002;2014
Modelo;3;0,0001;2014
Montador de Estrutura Metálica;1;0;2014
Montador de Máquinas;1;0;2014
Motoboy;25;0,001;2014
Motorista Particular;103;0,0039;2014
Motorista de Veículos de Transporte Coletivo de Passageiros;98;0,0037;2014
Motorista de Veículos de Transporte de Carga;44;0,0017;2014
Médico;609;0,0233;2014
Músico;83;0,0032;2014
Nutricionista e Assemelhados;16;0,0006;2014
Oceanógrafo;6;0,0002;2014
Ocupante de Cargo em Comissão;47;0,0018;2014
Odontólogo;88;0,0034;2014
Office-Boy e Contínuo;1;0;2014
Operador de Aparelhos de Produção Industrial;10;0,0004;2014
Operador de Computador;2;0,0001;2014
Operador de Equipamento de Rádio, Televisão, Som e Cinema;19;0,0007;2014
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;1;0;2014
Operador de Instalação de Produção de Energia Elétrica e Nuclear;2;0,0001;2014
Padeiro, Confeiteiro e Assemelhados;14;0,0005;2014
Pecuarista;67;0,0026;2014
Pedagogo;163;0,0062;2014
Pescador;18;0,0007;2014
Petroleiro;13;0,0005;2014
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;2;0,0001;2014
Policial Civil;156;0,006;2014
Policial Militar;576;0,022;2014
Porteiro de Edifício, Ascensorista, Garagista e Zelador;35;0,0013;2014
Prefeito;2;0,0001;2014
Presidente da República;1;0;2014
Produtor Agropecuário;60;0,0023;2014
Produtor de Espetáculos Públicos;26;0,001;2014
Professor de Ensino Fundamental;390;0,0149;2014
Professor de Ensino Médio;788;0,0301;2014
Professor de Ensino Superior;348;0,0133;2014
Professor e Instrutor de Formação Profissional;97;0,0037;2014
Programador de Computador;5;0,0002;2014
Protético;12;0,0005;2014
Psicólogo;82;0,0031;2014
Publicitário;86;0,0033;2014
Químico;8;0,0003;2014
Recepcionista;48;0,0018;2014
Relações-Públicas;11;0,0004;2014
Relojoeiro e Montador de Instrumento de Precisão;1;0;2014
Representante Comercial;123;0,0047;2014
Sacerdote ou Membro de Ordem ou Seita Religiosa;115;0,0044;2014
Secretário e Datilógrafo;146;0,0056;2014
Securitário;8;0,0003;2014
Senador;35;0,0013;2014
Serralheiro;9;0,0003;2014
Serventuário de Justiça;16;0,0006;2014
